1,1,1,1,2,3,3,3
1,1,1,1,2,3,6,6
4,4,0,0,0,1,1,2
1,1,0,0,0,4,5,1
1,1,0,0,0,1,0,1
1,2,0,0,0,4,5,5
1,1,2,1,1,4,5,5
1,1,1,1,1,4,5,5
