3,3,1,0,2,3,3,3
1,1,1,1,2,3,6,6
4,4,4,6,1,1,1,2
0,0,0,6,0,0,0,1
0,1,0,1,0,1,0,1
0,0,1,0,1,4,5,5
0,1,0,1,1,4,5,5
1,1,1,1,1,4,5,5
